elec_date,county,entity_description,race_number,race_description,race_party,tot_race_prec,race_prec_reporting,cand_number,cand_name,cand_party,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes,race_county_owner
11/5/2024,"GARVIN","GARVIN COUNTY",10002,"FOR CORPORATION COMMISSIONER",,17,17,1,"CHAD WILLIAMS",LIB,20,128,549,697,,
11/5/2024,"GARVIN","GARVIN COUNTY",10002,"FOR CORPORATION COMMISSIONER",,17,17,2,"J. BRIAN BINGMAN",REP,221,1830,6267,8318,,
11/5/2024,"GARVIN","GARVIN COUNTY",10002,"FOR CORPORATION COMMISSIONER",,17,17,3,"HAROLD D SPRADLING",DEM,86,435,1276,1797,,
11/5/2024,"GARVIN","GARVIN COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",,17,17,1,"TOM COLE",REP,234,1895,6613,8742,,
11/5/2024,"GARVIN","GARVIN COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",,17,17,2,"MARY BRANNON",DEM,83,398,1087,1568,,
11/5/2024,"GARVIN","GARVIN COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",,17,17,3,"JAMES STACY",IND,22,106,457,585,,
11/5/2024,"GARVIN","GARVIN COUNTY",10029,"FOR STATE SENATOR DISTRICT 43",,1,1,1,"KENDAL SACCHIERI",REP,17,65,765,847,,
11/5/2024,"GARVIN","GARVIN COUNTY",10029,"FOR STATE SENATOR DISTRICT 43",,1,1,2,"SAM GRAEFE",DEM,8,19,133,160,,
11/5/2024,"GARVIN","GARVIN COUNTY",10388,"FOR COUNTY COMMISSIONER DISTRICT NO. 2",,6,6,1,"TOM PYLE",REP,77,720,1745,2542,GARVIN
11/5/2024,"GARVIN","GARVIN COUNTY",10388,"FOR COUNTY COMMISSIONER DISTRICT NO. 2",,6,6,2,"SHON RICHARDSON",DEM,61,333,803,1197,GARVIN
11/5/2024,"GARVIN","GARVIN COUNTY",20003,"SUPREME COURT DISTRICT 3",,17,17,1,"YES",,141,788,3166,4095,,
11/5/2024,"GARVIN","GARVIN COUNTY",20003,"SUPREME COURT DISTRICT 3",,17,17,2,"NO",,161,1413,4442,6016,,
11/5/2024,"GARVIN","GARVIN COUNTY",20004,"SUPREME COURT DISTRICT 4",,17,17,1,"YES",,137,771,3107,4015,,
11/5/2024,"GARVIN","GARVIN COUNTY",20004,"SUPREME COURT DISTRICT 4",,17,17,2,"NO",,166,1427,4475,6068,,
11/5/2024,"GARVIN","GARVIN COUNTY",20007,"SUPREME COURT DISTRICT 7",,17,17,1,"YES",,143,812,3332,4287,,
11/5/2024,"GARVIN","GARVIN COUNTY",20007,"SUPREME COURT DISTRICT 7",,17,17,2,"NO",,162,1385,4262,5809,,
11/5/2024,"GARVIN","GARVIN COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,17,17,1,"YES",,188,1236,4436,5860,,
11/5/2024,"GARVIN","GARVIN COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,17,17,2,"NO",,110,932,3054,4096,,
11/5/2024,"GARVIN","GARVIN COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,17,17,1,"YES",,196,1276,4588,6060,,
11/5/2024,"GARVIN","GARVIN COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,17,17,2,"NO",,104,880,2859,3843,,
11/5/2024,"GARVIN","GARVIN COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,17,17,1,"YES",,185,1051,3889,5125,,
11/5/2024,"GARVIN","GARVIN COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,17,17,2,"NO",,113,1096,3534,4743,,
11/5/2024,"GARVIN","GARVIN COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,17,17,1,"YES",,190,1251,4448,5889,,
11/5/2024,"GARVIN","GARVIN COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,17,17,2,"NO",,109,890,2965,3964,,
11/5/2024,"GARVIN","GARVIN COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,17,17,1,"YES",,196,1341,4623,6160,,
11/5/2024,"GARVIN","GARVIN COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,17,17,2,"NO",,105,807,2781,3693,,
11/5/2024,"GARVIN","GARVIN COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,17,17,1,"YES",,191,1260,4473,5924,,
11/5/2024,"GARVIN","GARVIN COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,17,17,2,"NO",,106,879,2921,3906,,
11/5/2024,"GARVIN","GARVIN COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,17,17,1,"YES",,178,1036,3853,5067,,
11/5/2024,"GARVIN","GARVIN COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,17,17,2,"NO",,120,1104,3543,4767,,
11/5/2024,"GARVIN","GARVIN COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,17,17,1,"YES",,176,1053,3868,5097,,
11/5/2024,"GARVIN","GARVIN COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,17,17,2,"NO",,108,994,3248,4350,,
11/5/2024,"GARVIN","GARVIN COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,17,17,1,"YES",,171,1027,3739,4937,,
11/5/2024,"GARVIN","GARVIN COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,17,17,2,"NO",,115,1012,3378,4505,,
11/5/2024,"GARVIN","GARVIN COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,17,17,1,"FOR THE PROPOSAL - YES",,125,740,2753,3618,,
11/5/2024,"GARVIN","GARVIN COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,17,17,2,"AGAINST THE PROPOSAL - NO",,185,1521,4924,6630,,
11/5/2024,"GARVIN","GARVIN COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,17,17,1,"FOR THE PROPOSAL - YES",,280,2011,6881,9172,,
11/5/2024,"GARVIN","GARVIN COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,17,17,2,"AGAINST THE PROPOSAL - NO",,47,306,941,1294,,
11/5/2024,"GRADY","GRADY COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,28,28,1,"CHASE OLIVER | MIKE TER MAAT",LIB,11,17,74,102,,
11/5/2024,"GRADY","GRADY COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,28,28,2,"DONALD J. TRUMP | JD VANCE",REP,889,3302,16187,20378,,
11/5/2024,"GRADY","GRADY COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,28,28,3,"KAMALA D. HARRIS | TIM WALZ",DEM,447,758,3331,4536,,
11/5/2024,"GRADY","GRADY COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,28,28,4,"ROBERT F. KENNEDY JR. | NICOLE SHANAHAN",IND,10,19,182,211,,
11/5/2024,"GRADY","GRADY COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,28,28,5,"CHRIS GARRITY | CODY BALLARD",IND,6,1,49,56,,
11/5/2024,"GRADY","GRADY COUNTY",10002,"FOR CORPORATION COMMISSIONER",,28,28,1,"CHAD WILLIAMS",LIB,83,228,1505,1816,,
11/5/2024,"GRADY","GRADY COUNTY",10002,"FOR CORPORATION COMMISSIONER",,28,28,2,"J. BRIAN BINGMAN",REP,864,3112,14938,18914,,
11/5/2024,"GRADY","GRADY COUNTY",10002,"FOR CORPORATION COMMISSIONER",,28,28,3,"HAROLD D SPRADLING",DEM,390,704,3052,4146,,
11/5/2024,"GRADY","GRADY COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",,28,28,1,"TOM COLE",REP,898,3192,15391,19481,,
11/5/2024,"GRADY","GRADY COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",,28,28,2,"MARY BRANNON",DEM,382,665,2894,3941,,
11/5/2024,"GRADY","GRADY COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",,28,28,3,"JAMES STACY",IND,69,202,1334,1605,,
11/5/2024,"GRADY","GRADY COUNTY",10029,"FOR STATE SENATOR DISTRICT 43",,7,7,1,"KENDAL SACCHIERI",REP,182,687,3882,4751,,
11/5/2024,"GRADY","GRADY COUNTY",10029,"FOR STATE SENATOR DISTRICT 43",,7,7,2,"SAM GRAEFE",DEM,71,109,712,892,,
11/5/2024,"GRADY","GRADY COUNTY",20003,"SUPREME COURT DISTRICT 3",,28,28,1,"YES",,593,1429,8120,10142,,
11/5/2024,"GRADY","GRADY COUNTY",20003,"SUPREME COURT DISTRICT 3",,28,28,2,"NO",,634,2373,10286,13293,,
11/5/2024,"GRADY","GRADY COUNTY",20004,"SUPREME COURT DISTRICT 4",,28,28,1,"YES",,582,1381,8014,9977,,
11/5/2024,"GRADY","GRADY COUNTY",20004,"SUPREME COURT DISTRICT 4",,28,28,2,"NO",,647,2408,10347,13402,,
11/5/2024,"GRADY","GRADY COUNTY",20007,"SUPREME COURT DISTRICT 7",,28,28,1,"YES",,589,1465,8427,10481,,
11/5/2024,"GRADY","GRADY COUNTY",20007,"SUPREME COURT DISTRICT 7",,28,28,2,"NO",,640,2326,9961,12927,,
11/5/2024,"GRADY","GRADY COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,28,28,1,"YES",,750,2218,11142,14110,,
11/5/2024,"GRADY","GRADY COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,28,28,2,"NO",,444,1440,6891,8775,,
11/5/2024,"GRADY","GRADY COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,28,28,1,"YES",,792,2219,11181,14192,,
11/5/2024,"GRADY","GRADY COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,28,28,2,"NO",,409,1371,6623,8403,,
11/5/2024,"GRADY","GRADY COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,28,28,1,"YES",,733,1869,9987,12589,,
11/5/2024,"GRADY","GRADY COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,28,28,2,"NO",,462,1717,7763,9942,,
11/5/2024,"GRADY","GRADY COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,28,28,1,"YES",,748,2198,11115,14061,,
11/5/2024,"GRADY","GRADY COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,28,28,2,"NO",,441,1386,6613,8440,,
11/5/2024,"GRADY","GRADY COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,28,28,1,"YES",,753,2207,11158,14118,,
11/5/2024,"GRADY","GRADY COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,28,28,2,"NO",,443,1371,6532,8346,,
11/5/2024,"GRADY","GRADY COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,28,28,1,"YES",,749,2164,11038,13951,,
11/5/2024,"GRADY","GRADY COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,28,28,2,"NO",,440,1406,6642,8488,,
11/5/2024,"GRADY","GRADY COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,28,28,1,"YES",,707,1840,9940,12487,,
11/5/2024,"GRADY","GRADY COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,28,28,2,"NO",,478,1720,7720,9918,,
11/5/2024,"GRADY","GRADY COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,28,28,1,"YES",,725,1932,10107,12764,,
11/5/2024,"GRADY","GRADY COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,28,28,2,"NO",,446,1553,7033,9032,,
11/5/2024,"GRADY","GRADY COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,28,28,1,"YES",,722,1897,9920,12539,,
11/5/2024,"GRADY","GRADY COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,28,28,2,"NO",,452,1586,7208,9246,,
11/5/2024,"GRADY","GRADY COUNTY",30006,"PROPOSITION",,28,28,1,"FOR THE PROPOSITION - YES",,998,2688,13796,17482,,
11/5/2024,"GRADY","GRADY COUNTY",30006,"PROPOSITION",,28,28,2,"AGAINST THE PROPOSITION - NO",,300,1354,5830,7484,,
11/5/2024,"GRADY","GRADY COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,28,28,1,"FOR THE PROPOSAL - YES",,462,1172,6490,8124,,
11/5/2024,"GRADY","GRADY COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,28,28,2,"AGAINST THE PROPOSAL - NO",,790,2615,11869,15274,,
11/5/2024,"GRADY","GRADY COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,28,28,1,"FOR THE PROPOSAL - YES",,1089,3338,16546,20973,,
11/5/2024,"GRADY","GRADY COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,28,28,2,"AGAINST THE PROPOSAL - NO",,212,525,2184,2921,,
11/5/2024,"GRANT","GRANT COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,7,7,1,"CHASE OLIVER | MIKE TER MAAT",LIB,0,0,6,6,,
11/5/2024,"GRANT","GRANT COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,7,7,2,"DONALD J. TRUMP | JD VANCE",REP,58,255,1481,1794,,
11/5/2024,"GRANT","GRANT COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,7,7,3,"KAMALA D. HARRIS | TIM WALZ",DEM,18,47,230,295,,
11/5/2024,"GRANT","GRANT COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,7,7,4,"ROBERT F. KENNEDY JR. | NICOLE SHANAHAN",IND,1,6,17,24,,
11/5/2024,"GRANT","GRANT COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,7,7,5,"CHRIS GARRITY | CODY BALLARD",IND,0,3,3,6,,
11/5/2024,"GRANT","GRANT COUNTY",10002,"FOR CORPORATION COMMISSIONER",,7,7,1,"CHAD WILLIAMS",LIB,6,16,124,146,,
11/5/2024,"GRANT","GRANT COUNTY",10002,"FOR CORPORATION COMMISSIONER",,7,7,2,"J. BRIAN BINGMAN",REP,52,249,1372,1673,,
11/5/2024,"GRANT","GRANT COUNTY",10002,"FOR CORPORATION COMMISSIONER",,7,7,3,"HAROLD D SPRADLING",DEM,16,35,211,262,,
11/5/2024,"GRANT","GRANT COUNTY",10071,"FOR STATE REPRESENTATIVE DISTRICT 38",,7,7,1,"JOHN PFEIFFER",REP,58,256,1504,1818,,
11/5/2024,"GRANT","GRANT COUNTY",10071,"FOR STATE REPRESENTATIVE DISTRICT 38",,7,7,2,"DOYLE LEWIS",DEM,16,45,209,270,,
11/5/2024,"GRANT","GRANT COUNTY",20003,"SUPREME COURT DISTRICT 3",,7,7,1,"YES",,25,99,700,824,,
11/5/2024,"GRANT","GRANT COUNTY",20003,"SUPREME COURT DISTRICT 3",,7,7,2,"NO",,40,185,931,1156,,
11/5/2024,"GRANT","GRANT COUNTY",20004,"SUPREME COURT DISTRICT 4",,7,7,1,"YES",,24,99,662,785,,
11/5/2024,"GRANT","GRANT COUNTY",20004,"SUPREME COURT DISTRICT 4",,7,7,2,"NO",,41,181,964,1186,,
11/5/2024,"GRANT","GRANT COUNTY",20007,"SUPREME COURT DISTRICT 7",,7,7,1,"YES",,23,112,715,850,,
11/5/2024,"GRANT","GRANT COUNTY",20007,"SUPREME COURT DISTRICT 7",,7,7,2,"NO",,42,172,910,1124,,
11/5/2024,"GRANT","GRANT COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,7,7,1,"YES",,35,145,898,1078,,
11/5/2024,"GRANT","GRANT COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,7,7,2,"NO",,30,132,710,872,,
11/5/2024,"GRANT","GRANT COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,7,7,1,"YES",,36,142,929,1107,,
11/5/2024,"GRANT","GRANT COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,7,7,2,"NO",,28,121,657,806,,
11/5/2024,"GRANT","GRANT COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,7,7,1,"YES",,30,119,822,971,,
11/5/2024,"GRANT","GRANT COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,7,7,2,"NO",,34,144,756,934,,
11/5/2024,"GRANT","GRANT COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,7,7,1,"YES",,36,131,879,1046,,
11/5/2024,"GRANT","GRANT COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,7,7,2,"NO",,27,131,699,857,,
11/5/2024,"GRANT","GRANT COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,7,7,1,"YES",,36,143,920,1099,,
11/5/2024,"GRANT","GRANT COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,7,7,2,"NO",,27,118,657,802,,
11/5/2024,"GRANT","GRANT COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,7,7,1,"YES",,38,135,876,1049,,
11/5/2024,"GRANT","GRANT COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,7,7,2,"NO",,26,127,699,852,,
11/5/2024,"GRANT","GRANT COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,7,7,1,"YES",,24,116,812,952,,
11/5/2024,"GRANT","GRANT COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,7,7,2,"NO",,39,147,755,941,,
11/5/2024,"GRANT","GRANT COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,7,7,1,"YES",,35,123,827,985,,
11/5/2024,"GRANT","GRANT COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,7,7,2,"NO",,29,140,744,913,,
11/5/2024,"GRANT","GRANT COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,7,7,1,"YES",,37,119,825,981,,
11/5/2024,"GRANT","GRANT COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,7,7,2,"NO",,27,144,751,922,,
11/5/2024,"GRANT","GRANT COUNTY",30002,"PROPOSITION",,7,7,1,"FOR THE PROPOSITION - YES",,49,178,1184,1411,,
11/5/2024,"GRANT","GRANT COUNTY",30002,"PROPOSITION",,7,7,2,"AGAINST THE PROPOSITION - NO",,26,130,539,695,,
11/5/2024,"GRANT","GRANT COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,7,7,1,"FOR THE PROPOSAL - YES",,20,109,685,814,,
11/5/2024,"GRANT","GRANT COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,7,7,2,"AGAINST THE PROPOSAL - NO",,45,164,931,1140,,
11/5/2024,"GRANT","GRANT COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,7,7,1,"FOR THE PROPOSAL - YES",,61,256,1484,1801,,
11/5/2024,"GRANT","GRANT COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,7,7,2,"AGAINST THE PROPOSAL - NO",,7,28,163,198,,
11/5/2024,"GRANT","CITY OF POND CREEK",42701,"PROPOSITION  CITY OF POND CREEK",,2,2,1,"FOR THE PROPOSITION - YES",,7,22,268,297,,
11/5/2024,"GRANT","CITY OF POND CREEK",42701,"PROPOSITION  CITY OF POND CREEK",,2,2,2,"AGAINST THE PROPOSITION - NO",,4,13,109,126,,
11/5/2024,"GREER","GREER COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,6,6,1,"CHASE OLIVER | MIKE TER MAAT",LIB,0,1,1,2,,
11/5/2024,"GREER","GREER COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,6,6,2,"DONALD J. TRUMP | JD VANCE",REP,25,431,1055,1511,,
11/5/2024,"GREER","GREER COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,6,6,3,"KAMALA D. HARRIS | TIM WALZ",DEM,17,86,201,304,,
11/5/2024,"GREER","GREER COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,6,6,4,"ROBERT F. KENNEDY JR. | NICOLE SHANAHAN",IND,0,2,14,16,,
11/5/2024,"GREER","GREER COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,6,6,5,"CHRIS GARRITY | CODY BALLARD",IND,0,1,2,3,,
11/5/2024,"GREER","GREER COUNTY",10002,"FOR CORPORATION COMMISSIONER",,6,6,1,"CHAD WILLIAMS",LIB,1,24,62,87,,
11/5/2024,"GREER","GREER COUNTY",10002,"FOR CORPORATION COMMISSIONER",,6,6,2,"J. BRIAN BINGMAN",REP,20,412,967,1399,,
11/5/2024,"GREER","GREER COUNTY",10002,"FOR CORPORATION COMMISSIONER",,6,6,3,"HAROLD D SPRADLING",DEM,15,67,208,290,,
11/5/2024,"GREER","GREER COUNTY",20003,"SUPREME COURT DISTRICT 3",,6,6,1,"YES",,14,190,561,765,,
11/5/2024,"GREER","GREER COUNTY",20003,"SUPREME COURT DISTRICT 3",,6,6,2,"NO",,12,272,587,871,,
11/5/2024,"GREER","GREER COUNTY",20004,"SUPREME COURT DISTRICT 4",,6,6,1,"YES",,13,179,533,725,,
11/5/2024,"GREER","GREER COUNTY",20004,"SUPREME COURT DISTRICT 4",,6,6,2,"NO",,14,277,605,896,,
11/5/2024,"GREER","GREER COUNTY",20007,"SUPREME COURT DISTRICT 7",,6,6,1,"YES",,15,188,568,771,,
11/5/2024,"GREER","GREER COUNTY",20007,"SUPREME COURT DISTRICT 7",,6,6,2,"NO",,12,270,572,854,,
11/5/2024,"GREER","GREER COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,6,6,1,"YES",,17,271,697,985,,
11/5/2024,"GREER","GREER COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,6,6,2,"NO",,8,170,412,590,,
11/5/2024,"GREER","GREER COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,6,6,1,"YES",,17,267,673,957,,
11/5/2024,"GREER","GREER COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,6,6,2,"NO",,9,174,431,614,,
11/5/2024,"GREER","GREER COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,6,6,1,"YES",,19,225,642,886,,
11/5/2024,"GREER","GREER COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,6,6,2,"NO",,7,214,467,688,,
11/5/2024,"GREER","GREER COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,6,6,1,"YES",,18,255,698,971,,
11/5/2024,"GREER","GREER COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,6,6,2,"NO",,8,177,398,583,,
11/5/2024,"GREER","GREER COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,6,6,1,"YES",,18,252,702,972,,
11/5/2024,"GREER","GREER COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,6,6,2,"NO",,8,182,394,584,,
11/5/2024,"GREER","GREER COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,6,6,1,"YES",,17,253,684,954,,
11/5/2024,"GREER","GREER COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,6,6,2,"NO",,9,177,410,596,,
11/5/2024,"GREER","GREER COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,6,6,1,"YES",,20,224,640,884,,
11/5/2024,"GREER","GREER COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,6,6,2,"NO",,7,209,446,662,,
11/5/2024,"GREER","GREER COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,6,6,1,"YES",,19,237,651,907,,
11/5/2024,"GREER","GREER COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,6,6,2,"NO",,7,194,432,633,,
11/5/2024,"GREER","GREER COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,6,6,1,"YES",,18,236,654,908,,
11/5/2024,"GREER","GREER COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,6,6,2,"NO",,8,194,437,639,,
11/5/2024,"GREER","GREER COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,6,6,1,"FOR THE PROPOSAL - YES",,14,199,442,655,,
11/5/2024,"GREER","GREER COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,6,6,2,"AGAINST THE PROPOSAL - NO",,14,261,704,979,,
11/5/2024,"GREER","GREER COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,6,6,1,"FOR THE PROPOSAL - YES",,25,413,1041,1479,,
11/5/2024,"GREER","GREER COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,6,6,2,"AGAINST THE PROPOSAL - NO",,8,59,134,201,,
11/5/2024,"HARMON","HARMON COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,6,6,1,"CHASE OLIVER | MIKE TER MAAT",LIB,0,0,4,4,,
11/5/2024,"HARMON","HARMON COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,6,6,2,"DONALD J. TRUMP | JD VANCE",REP,15,247,447,709,,
11/5/2024,"HARMON","HARMON COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,6,6,3,"KAMALA D. HARRIS | TIM WALZ",DEM,5,58,102,165,,
11/5/2024,"HARMON","HARMON COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,6,6,4,"ROBERT F. KENNEDY JR. | NICOLE SHANAHAN",IND,0,0,3,3,,
11/5/2024,"HARMON","HARMON COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,6,6,5,"CHRIS GARRITY | CODY BALLARD",IND,0,1,0,1,,
11/5/2024,"HARMON","HARMON COUNTY",10002,"FOR CORPORATION COMMISSIONER",,6,6,1,"CHAD WILLIAMS",LIB,0,6,29,35,,
11/5/2024,"HARMON","HARMON COUNTY",10002,"FOR CORPORATION COMMISSIONER",,6,6,2,"J. BRIAN BINGMAN",REP,12,236,387,635,,
